GENOME_TERRITORY	MEAN_COVERAGE	SD_COVERAGE	MEDIAN_COVERAGE	MAD_COVERAGE	PCT_EXC_MAPQ	PCT_EXC_DUPE	PCT_EXC_UNPAIRED	PCT_EXC_BASEQ	PCT_EXC_OVERLAP	PCT_EXC_CAPPED	PCT_EXC_TOTAL	PCT_1X	PCT_5X	PCT_10X	PCT_15X	PCT_20X	PCT_25X	PCT_30X	PCT_40X	PCT_50X	PCT_60X	PCT_70X	PCT_80X	PCT_90X	PCT_100X	HET_SNP_SENSITIVITY	HET_SNP_Q	sampleName
23332821	1.943456	3.84974	1	1	0.11623	0	0.004576	0.057458	0.245316	0	0.42358	0.604534	0.114281	0.022836	0.008542	0.004918	0.00346	0.002611	0.001547	0.00096	0.000592	0.000386	0.000267	0.000164	0.0001	0.36097	2	BH-Chelex-NOR-Sof-3-S46-L003
23332821	1.946782	3.83541	1	1	0.114737	0	0.004533	0.054505	0.247283	0.000002	0.42106	0.605284	0.114652	0.022848	0.008488	0.004833	0.003427	0.002611	0.001558	0.000974	0.000595	0.000373	0.000236	0.000163	0.000106	0.361872	2	BH-Chelex-NOR-Sof-3-S46-L004
23332821	3.557869	9.609122	1	1	0.16139	0	0.003834	0.068628	0.206693	0.03041	0.470955	0.671363	0.199512	0.079768	0.043424	0.027463	0.018795	0.013597	0.007838	0.005041	0.003536	0.002683	0.002153	0.001778	0.001518	0.433226	2	BH-Chelex-RP-Sof-1-S41-L001
23332821	3.629059	9.77069	1	1	0.161313	0	0.003672	0.069834	0.206343	0.030842	0.472003	0.675605	0.203321	0.082042	0.044893	0.028134	0.019199	0.014011	0.00829	0.005344	0.003765	0.002778	0.00219	0.001797	0.001555	0.437453	2	BH-Chelex-RP-Sof-1-S41-L002
23332821	3.651452	9.785647	1	1	0.161182	0	0.003769	0.072397	0.205205	0.030075	0.472629	0.678288	0.204798	0.083139	0.045133	0.028429	0.0194	0.014072	0.008206	0.005352	0.00371	0.002787	0.002207	0.001874	0.001623	0.438834	3	BH-Chelex-RP-Sof-1-S41-L003
23332821	3.66782	9.84064	1	1	0.160503	0	0.003709	0.070604	0.206611	0.03102	0.472447	0.677609	0.205713	0.083349	0.045522	0.028813	0.019571	0.014103	0.008374	0.005477	0.003814	0.002795	0.002195	0.001847	0.001601	0.44018	3	BH-Chelex-RP-Sof-1-S41-L004
23332821	2.188921	5.812585	1	1	0.16625	0	0.004595	0.065255	0.226008	0.00938	0.471487	0.589898	0.120322	0.039792	0.019182	0.011084	0.006864	0.004643	0.002525	0.001654	0.001229	0.000954	0.000739	0.000593	0.000494	0.34883	2	BH-Chelex-RP-Sof-2-S42-L001
23332821	2.253391	5.947754	1	1	0.166391	0	0.004624	0.065763	0.226111	0.009858	0.472747	0.597821	0.124198	0.041735	0.020322	0.011525	0.007209	0.004911	0.002692	0.001795	0.001297	0.000996	0.000775	0.000622	0.000506	0.355282	2	BH-Chelex-RP-Sof-2-S42-L002
23332821	2.267098	6.009116	1	1	0.165253	0	0.004623	0.069635	0.224494	0.009887	0.473892	0.598886	0.124466	0.042342	0.020572	0.011805	0.007426	0.004957	0.002754	0.001852	0.001333	0.00102	0.000823	0.00065	0.000521	0.355621	2	BH-Chelex-RP-Sof-2-S42-L003
23332821	2.272428	6.016127	1	1	0.165714	0	0.004407	0.066076	0.226506	0.009714	0.472416	0.599154	0.125556	0.042304	0.020437	0.011771	0.007538	0.00506	0.002708	0.001797	0.001313	0.001011	0.000796	0.000638	0.000533	0.356434	2	BH-Chelex-RP-Sof-2-S42-L004
23332821	2.632161	6.878094	1	1	0.157499	0	0.004133	0.060608	0.251489	0.004142	0.477872	0.622659	0.152379	0.053297	0.026136	0.015213	0.009941	0.006885	0.00383	0.002448	0.001689	0.001233	0.000967	0.000799	0.000677	0.388889	2	BH-Chelex-RP-Sof-3-S43-L001
23332821	2.692839	7.044795	1	1	0.157776	0	0.004266	0.06232	0.251111	0.004454	0.479927	0.627696	0.155381	0.054953	0.027419	0.016061	0.010354	0.007222	0.00403	0.002557	0.001814	0.001343	0.001037	0.000849	0.000722	0.394009	2	BH-Chelex-RP-Sof-3-S43-L002
23332821	2.721447	7.115335	1	1	0.158254	0	0.004168	0.065004	0.249265	0.004588	0.481279	0.628696	0.157518	0.056283	0.027858	0.016346	0.010558	0.007277	0.004044	0.002636	0.001871	0.00138	0.001073	0.000898	0.000765	0.394993	2	BH-Chelex-RP-Sof-3-S43-L003
23332821	2.714587	7.064479	1	1	0.158332	0	0.00408	0.061656	0.251782	0.004533	0.480383	0.629765	0.156833	0.055731	0.027814	0.016327	0.01043	0.007193	0.00398	0.002562	0.001822	0.001343	0.001037	0.000854	0.000729	0.396371	2	BH-Chelex-RP-Sof-3-S43-L004
23332821	0.000154	0.012407	0	0	0.446569	0	0.018164	0.026769	0.126939	0	0.618441	0.000154	0	0	0	0	0	0	0	0	0	0	0	0	0	0.000055	0	BH-Neg-S53-L001
23332821	0.000193	0.014959	0	0	0.371718	0	0.045678	0.057805	0.11415	0	0.589351	0.000179	0	0	0	0	0	0	0	0	0	0	0	0	0	0.000065	0	BH-Neg-S53-L002
23332821	0.000189	0.013868	0	0	0.382312	0	0.024325	0.033681	0.124384	0	0.564704	0.000188	0	0	0	0	0	0	0	0	0	0	0	0	0	0.000068	0	BH-Neg-S53-L003
23332821	0.00015	0.01312	0	0	0.456725	0	0.03806	0.028492	0.101602	0	0.624879	0.000138	0	0	0	0	0	0	0	0	0	0	0	0	0	0.000052	0	BH-Neg-S53-L004
23332821	10.467257	20.044235	4	4	0.097182	0	0.001372	0.053165	0.209897	0.011379	0.372996	0.78123	0.467857	0.292615	0.201047	0.145949	0.110374	0.086329	0.056167	0.038452	0.02761	0.02041	0.015413	0.011925	0.009441	0.633138	4	BH-Qiagen-NO-Sof-1-S50-L001
23332821	10.68474	20.392188	4	4	0.096977	0	0.001408	0.054795	0.209036	0.011736	0.373952	0.784017	0.472829	0.296649	0.205421	0.149961	0.113294	0.088531	0.057973	0.039987	0.028729	0.021317	0.016316	0.012599	0.009918	0.637488	4	BH-Qiagen-NO-Sof-1-S50-L002
23332821	10.691867	20.385682	4	4	0.096929	0	0.001423	0.058423	0.208336	0.011805	0.376916	0.785753	0.473219	0.297842	0.205799	0.149611	0.113187	0.088376	0.058085	0.039745	0.028513	0.021192	0.0161	0.012458	0.009964	0.637805	4	BH-Qiagen-NO-Sof-1-S50-L003
23332821	10.788312	20.561266	4	4	0.096734	0	0.001331	0.055751	0.209491	0.011889	0.375196	0.786541	0.474212	0.299178	0.207725	0.151581	0.114731	0.089754	0.058809	0.040596	0.028959	0.02156	0.016563	0.012898	0.010234	0.639661	4	BH-Qiagen-NO-Sof-1-S50-L004
23332821	11.068881	21.373115	4	4	0.094175	0	0.001466	0.053029	0.240876	0.001997	0.391542	0.789999	0.479417	0.301666	0.208072	0.151606	0.115798	0.091316	0.060929	0.042666	0.031429	0.023922	0.018463	0.014556	0.011703	0.649015	5	BH-Qiagen-NO-Sof-2-S51-L001
23332821	11.276702	21.705356	4	4	0.093974	0	0.001716	0.054967	0.240419	0.002276	0.393351	0.79237	0.484805	0.305207	0.21145	0.155214	0.118799	0.094125	0.062983	0.044072	0.032002	0.024425	0.019206	0.015312	0.012287	0.653133	5	BH-Qiagen-NO-Sof-2-S51-L002
23332821	11.36265	21.845736	4	4	0.094128	0	0.001479	0.058356	0.238824	0.002246	0.395034	0.793048	0.486761	0.307928	0.213142	0.156622	0.120112	0.094957	0.063145	0.044513	0.03257	0.024976	0.019438	0.015411	0.012392	0.653757	5	BH-Qiagen-NO-Sof-2-S51-L003
23332821	11.406024	21.943326	4	4	0.093796	0	0.001647	0.055916	0.240418	0.00238	0.394157	0.793749	0.487532	0.309448	0.214015	0.156962	0.120308	0.095324	0.063615	0.044686	0.032644	0.024942	0.019511	0.015521	0.012448	0.654436	5	BH-Qiagen-NO-Sof-2-S51-L004
23332821	8.978986	17.128975	3	3	0.100095	0	0.001543	0.053416	0.218256	0.00292	0.37623	0.768157	0.433422	0.261818	0.174938	0.123512	0.090767	0.068929	0.042403	0.028059	0.019601	0.014302	0.010757	0.008173	0.006433	0.610038	4	BH-Qiagen-NO-Sof-3-S52-L001
23332821	9.148551	17.452841	3	3	0.099751	0	0.001839	0.055801	0.217653	0.002885	0.37793	0.770353	0.437145	0.265738	0.17837	0.126397	0.093034	0.070506	0.043789	0.029346	0.020576	0.015039	0.01137	0.008669	0.006721	0.613294	4	BH-Qiagen-NO-Sof-3-S52-L002
23332821	9.223514	17.559621	3	3	0.100144	0	0.001582	0.059841	0.216247	0.003001	0.380815	0.772106	0.44042	0.267714	0.179916	0.127782	0.093885	0.071313	0.044139	0.029459	0.020865	0.015168	0.011468	0.008862	0.006882	0.616317	4	BH-Qiagen-NO-Sof-3-S52-L003
23332821	9.21193	17.462766	3	3	0.0992	0	0.001633	0.056195	0.218266	0.003004	0.378297	0.771877	0.44023	0.267685	0.180123	0.127856	0.094295	0.071691	0.044282	0.029201	0.020557	0.01505	0.011256	0.008649	0.00677	0.615714	4	BH-Qiagen-NO-Sof-3-S52-L004
23332821	8.826661	16.766114	3	3	0.110639	0	0.001446	0.053406	0.252008	0.011983	0.429482	0.777095	0.440413	0.259862	0.169659	0.118525	0.087004	0.065554	0.039573	0.026228	0.018353	0.01319	0.009726	0.007405	0.005797	0.624969	4	BH-Qiagen-RP-Sof-1-S47-L001
23332821	9.034383	17.064664	4	4	0.110379	0	0.00168	0.0555	0.251033	0.01256	0.431151	0.779468	0.446676	0.266159	0.174121	0.121878	0.089322	0.067751	0.041451	0.02727	0.019276	0.013959	0.010286	0.007788	0.006047	0.63001	4	BH-Qiagen-RP-Sof-1-S47-L002
23332821	9.068399	17.142649	4	4	0.110471	0	0.001532	0.058147	0.250097	0.012364	0.43261	0.779273	0.447719	0.266255	0.175036	0.122925	0.090305	0.068249	0.041681	0.027399	0.019256	0.014016	0.010415	0.007918	0.006147	0.629822	4	BH-Qiagen-RP-Sof-1-S47-L003
23332821	9.16491	17.289424	4	4	0.110224	0	0.00156	0.055943	0.251275	0.012735	0.431738	0.781713	0.450244	0.268661	0.177157	0.124641	0.091609	0.069308	0.042399	0.02796	0.019602	0.014266	0.010599	0.008079	0.006314	0.633031	4	BH-Qiagen-RP-Sof-1-S47-L004
23332821	5.56866	10.986334	2	2	0.123726	0	0.001606	0.057115	0.182084	0.028075	0.392607	0.718043	0.32785	0.161672	0.094854	0.061771	0.042232	0.030219	0.017092	0.010453	0.006711	0.004517	0.003097	0.002186	0.001646	0.522633	3	BH-Qiagen-RP-Sof-2-S48-L001
23332821	5.691271	11.192617	2	2	0.123324	0	0.001824	0.058468	0.181787	0.027734	0.393137	0.720611	0.333059	0.165503	0.098252	0.06419	0.044247	0.031402	0.017663	0.010864	0.007085	0.004817	0.00333	0.002344	0.001705	0.526781	3	BH-Qiagen-RP-Sof-2-S48-L002
23332821	5.703136	11.208178	2	2	0.124043	0	0.001667	0.062651	0.179837	0.027748	0.395947	0.721712	0.33349	0.166264	0.098083	0.06392	0.044061	0.031814	0.018017	0.011004	0.007053	0.004683	0.003284	0.002363	0.001746	0.526658	3	BH-Qiagen-RP-Sof-2-S48-L003
23332821	5.732642	11.280335	2	2	0.123486	0	0.001746	0.059487	0.181042	0.027658	0.393419	0.722539	0.334393	0.166847	0.098371	0.06477	0.044587	0.032012	0.018093	0.011232	0.007273	0.004851	0.003301	0.002384	0.001794	0.528943	3	BH-Qiagen-RP-Sof-2-S48-L004
23332821	8.679489	17.13612	3	3	0.104173	0	0.001515	0.054391	0.203093	0.004325	0.367497	0.763022	0.422142	0.248275	0.163203	0.115574	0.085852	0.065453	0.040924	0.027421	0.01931	0.014188	0.010658	0.00811	0.006227	0.599395	4	BH-Qiagen-RP-Sof-3-S49-L001
23332821	8.870166	17.441853	3	3	0.103866	0	0.001463	0.055938	0.202499	0.00452	0.368286	0.766048	0.427378	0.252804	0.167269	0.118643	0.088153	0.067704	0.042692	0.028867	0.020247	0.014924	0.011172	0.008386	0.00641	0.603795	4	BH-Qiagen-RP-Sof-3-S49-L002
23332821	8.895176	17.511282	3	3	0.104056	0	0.00154	0.059391	0.201655	0.004518	0.37116	0.766547	0.427858	0.25389	0.167559	0.119039	0.088621	0.067915	0.042925	0.028631	0.020016	0.014795	0.01129	0.008689	0.006679	0.604315	4	BH-Qiagen-RP-Sof-3-S49-L003
23332821	8.943471	17.589291	3	3	0.104148	0	0.001387	0.056985	0.202199	0.004578	0.369297	0.767427	0.43029	0.254822	0.168219	0.11982	0.0892	0.068343	0.04298	0.028981	0.020396	0.015067	0.011534	0.008753	0.006711	0.605962	4	BH-Qiagen-RP-Sof-3-S49-L004
23332821	0.035246	0.368696	0	0	0.494399	0	0.086153	0.030153	0.101394	0.000686	0.712785	0.032156	0.000086	0.000026	0.000007	0.000003	0.000002	0.000002	0.000002	0.000002	0.000002	0.000002	0.000002	0.000002	0.000002	0.011751	0	chelex-100-JP-S38-L001
23332821	0.035951	0.369454	0	0	0.488987	0	0.085065	0.031769	0.102405	0.000537	0.708763	0.032696	0.000114	0.000026	0.000004	0.000003	0.000002	0.000002	0.000002	0.000002	0.000002	0.000002	0.000002	0.000002	0.000001	0.011969	0	chelex-100-JP-S38-L002
23332821	0.036118	0.371133	0	0	0.48935	0	0.085214	0.033299	0.103249	0.001155	0.712267	0.032849	0.000098	0.000018	0.000006	0.000003	0.000003	0.000002	0.000002	0.000002	0.000002	0.000002	0.000002	0.000002	0.000002	0.011905	0	chelex-100-JP-S38-L003
23332821	0.035431	0.370086	0	0	0.495	0	0.086207	0.030737	0.10271	0.001018	0.715672	0.032319	0.000096	0.000017	0.000007	0.000005	0.000004	0.000002	0.000002	0.000002	0.000002	0.000002	0.000002	0.000002	0.000002	0.011768	0	chelex-100-JP-S38-L004
23332821	0.017397	0.347142	0	0	0.585268	0	0.102859	0.023417	0.092605	0.001837	0.805986	0.015025	0.000112	0.000028	0.00001	0.000005	0.000003	0.000003	0.000002	0.000002	0.000002	0.000002	0.000002	0.000002	0.000002	0.005384	0	chelex-100-sanger-S23-L001
23332821	0.017657	0.345719	0	0	0.588358	0	0.10077	0.024374	0.092361	0.001996	0.807859	0.015345	0.000104	0.00002	0.000009	0.000003	0.000002	0.000002	0.000002	0.000002	0.000002	0.000002	0.000002	0.000002	0.000002	0.005532	0	chelex-100-sanger-S23-L002
23332821	0.017651	0.346778	0	0	0.589677	0	0.104513	0.025947	0.087806	0.001862	0.809804	0.015269	0.000109	0.000028	0.000009	0.000005	0.000004	0.000002	0.000002	0.000002	0.000002	0.000002	0.000002	0.000002	0.000002	0.005523	0	chelex-100-sanger-S23-L003
23332821	0.017923	0.345884	0	0	0.587019	0	0.101376	0.024474	0.091777	0.002193	0.806839	0.015627	0.000094	0.000021	0.00001	0.000003	0.000002	0.000002	0.000002	0.000002	0.000002	0.000002	0.000002	0.000002	0.000002	0.005598	0	chelex-100-sanger-S23-L004
23332821	0.012903	0.286183	0	0	0.580738	0	0.131725	0.022833	0.069133	0	0.804429	0.011702	0.000057	0.000008	0.000003	0.000002	0.000002	0.000002	0.000002	0.000002	0.000002	0.000001	0.000001	0.000001	0.000001	0.004292	0	chelex-100-sof-S8-L001
23332821	0.013626	0.267418	0	0	0.580641	0	0.12631	0.024165	0.066846	0	0.797962	0.012392	0.000039	0.000004	0.000003	0.000002	0.000002	0.000002	0.000002	0.000001	0.000001	0.000001	0.000001	0.000001	0.000001	0.004574	0	chelex-100-sof-S8-L002
23332821	0.013295	0.310238	0	0	0.576175	0	0.130747	0.024045	0.069745	0	0.800712	0.011967	0.000044	0.000008	0.000003	0.000003	0.000002	0.000002	0.000002	0.000002	0.000002	0.000002	0.000001	0.000001	0.000001	0.004375	0	chelex-100-sof-S8-L003
23332821	0.013348	0.300784	0	0	0.573116	0	0.133124	0.023788	0.067231	0	0.79726	0.011959	0.000045	0.00001	0.000004	0.000003	0.000002	0.000002	0.000002	0.000002	0.000002	0.000001	0.000001	0.000001	0.000001	0.004487	0	chelex-100-sof-S8-L004
23332821	0.010683	0.336817	0	0	0.660993	0	0.122177	0.020063	0.066545	0.002661	0.872439	0.008478	0.000105	0.000026	0.000009	0.000006	0.000003	0.000002	0.000002	0.000002	0.000002	0.000002	0.000002	0.000002	0.000002	0.003177	0	chelex-10-JP-S39-L001
23332821	0.010973	0.337293	0	0	0.660092	0	0.119879	0.019329	0.068806	0.002503	0.870608	0.008728	0.000108	0.000026	0.000009	0.000004	0.000003	0.000002	0.000002	0.000002	0.000002	0.000002	0.000002	0.000002	0.000002	0.003279	0	chelex-10-JP-S39-L002
23332821	0.011764	0.341039	0	0	0.653141	0	0.120846	0.020764	0.068962	0.002486	0.866199	0.009351	0.000119	0.00003	0.000012	0.000006	0.000004	0.000002	0.000002	0.000002	0.000002	0.000002	0.000002	0.000002	0.000002	0.003471	0	chelex-10-JP-S39-L003
23332821	0.011183	0.340476	0	0	0.656952	0	0.119589	0.019884	0.069062	0.002506	0.867993	0.008802	0.000117	0.000032	0.000009	0.000006	0.000004	0.000003	0.000002	0.000002	0.000002	0.000002	0.000002	0.000002	0.000002	0.003304	0	chelex-10-JP-S39-L004
23332821	0.214359	0.55632	0	0	0.252768	0	0.021704	0.046126	0.164128	0	0.484725	0.180744	0.000196	0.000015	0.000003	0.000003	0.000002	0.000002	0.000002	0.000002	0.000002	0.000001	0.000001	0.000001	0.000001	0.067542	0	chelex-10K-JP-S36-L001
23332821	0.219362	0.564842	0	0	0.24937	0	0.021725	0.04771	0.16431	0	0.483114	0.184158	0.000195	0.000014	0.000005	0.000003	0.000002	0.000002	0.000002	0.000002	0.000002	0.000002	0.000001	0.000001	0.000001	0.069277	0	chelex-10K-JP-S36-L002
23332821	0.217749	0.573158	0	0	0.25242	0	0.022237	0.050799	0.162251	0	0.487707	0.183541	0.00017	0.000013	0.000003	0.000003	0.000003	0.000002	0.000002	0.000002	0.000002	0.000002	0.000002	0.000001	0.000001	0.067628	0	chelex-10K-JP-S36-L003
23332821	0.220716	0.582473	0	0	0.246776	0	0.021874	0.049064	0.163942	0	0.481656	0.185193	0.000246	0.000019	0.000004	0.000002	0.000002	0.000002	0.000002	0.000002	0.000002	0.000001	0.000001	0.000001	0.000001	0.069365	0	chelex-10K-JP-S36-L004
23332821	0.172385	0.509425	0	0	0.276365	0	0.025539	0.045588	0.156563	0	0.504055	0.149828	0.000209	0.000015	0.000004	0.000002	0.000002	0.000002	0.000002	0.000002	0.000002	0.000001	0.000001	0.000001	0.000001	0.055345	0	chelex-10K-sanger-S21-L001
23332821	0.173377	0.515019	0	0	0.277608	0	0.025425	0.046559	0.156698	0	0.50629	0.15051	0.000184	0.00002	0.000003	0.000002	0.000002	0.000002	0.000002	0.000002	0.000002	0.000002	0.000001	0.000001	0.000001	0.055599	0	chelex-10K-sanger-S21-L002
23332821	0.173842	0.536391	0	0	0.279963	0	0.025987	0.049308	0.154889	0.000016	0.510163	0.150288	0.000209	0.000022	0.000003	0.000003	0.000002	0.000002	0.000002	0.000002	0.000002	0.000002	0.000002	0.000002	0.000001	0.055345	0	chelex-10K-sanger-S21-L003
23332821	0.177473	0.53947	0	0	0.274693	0	0.024963	0.047446	0.157008	0.000039	0.50415	0.153384	0.000198	0.000017	0.000004	0.000003	0.000002	0.000002	0.000002	0.000002	0.000002	0.000002	0.000002	0.000001	0.000001	0.056654	0	chelex-10K-sanger-S21-L004
23332821	0.141159	0.499657	0	0	0.294243	0	0.027658	0.042455	0.160773	0.000224	0.525354	0.125344	0.000127	0.000014	0.000003	0.000002	0.000002	0.000002	0.000002	0.000002	0.000002	0.000002	0.000002	0.000002	0.000001	0.045948	0	chelex-10K-sof-S6-L001
23332821	0.144506	0.503348	0	0	0.296192	0	0.02747	0.044091	0.159728	0.000212	0.527693	0.128027	0.000129	0.000017	0.000005	0.000003	0.000002	0.000002	0.000002	0.000002	0.000002	0.000002	0.000002	0.000001	0.000001	0.046995	0	chelex-10K-sof-S6-L002
23332821	0.142965	0.502342	0	0	0.300046	0	0.028487	0.046654	0.158285	0.000315	0.533787	0.126515	0.000123	0.000014	0.000004	0.000002	0.000002	0.000002	0.000002	0.000002	0.000002	0.000002	0.000002	0.000002	0.000002	0.04623	0	chelex-10K-sof-S6-L003
23332821	0.145541	0.505386	0	0	0.28842	0	0.028037	0.045442	0.16386	0.000255	0.526015	0.128933	0.000147	0.000016	0.000003	0.000003	0.000003	0.000002	0.000002	0.000002	0.000002	0.000002	0.000002	0.000001	0.000001	0.047298	0	chelex-10K-sof-S6-L004
23332821	0.009998	0.335611	0	0	0.662939	0	0.119365	0.020091	0.068514	0.002342	0.873251	0.007708	0.000121	0.000022	0.000008	0.000003	0.000003	0.000003	0.000002	0.000002	0.000002	0.000002	0.000002	0.000002	0.000002	0.002922	0	chelex-10-sanger-S24-L001
23332821	0.010261	0.335801	0	0	0.665196	0	0.117695	0.020766	0.066989	0.002077	0.872722	0.007939	0.000114	0.000025	0.000009	0.000003	0.000003	0.000002	0.000002	0.000002	0.000002	0.000002	0.000002	0.000002	0.000002	0.003013	0	chelex-10-sanger-S24-L002
23332821	0.010631	0.338707	0	0	0.655099	0	0.120378	0.021489	0.070563	0.002624	0.870153	0.008171	0.00014	0.000027	0.000007	0.000004	0.000003	0.000003	0.000002	0.000002	0.000002	0.000002	0.000002	0.000002	0.000002	0.003078	0	chelex-10-sanger-S24-L003
23332821	0.010217	0.337024	0	0	0.66121	0	0.120755	0.020636	0.067449	0.00215	0.872199	0.007818	0.00012	0.000028	0.00001	0.000003	0.000003	0.000003	0.000002	0.000002	0.000002	0.000002	0.000002	0.000002	0.000002	0.002961	0	chelex-10-sanger-S24-L004
23332821	0.007003	0.320654	0	0	0.663001	0	0.13117	0.019394	0.063411	0.001468	0.878444	0.005463	0.000077	0.000012	0.000004	0.000002	0.000002	0.000002	0.000002	0.000002	0.000002	0.000002	0.000002	0.000002	0.000001	0.002049	0	chelex-10-sof-S9-L001
23332821	0.007186	0.320969	0	0	0.663116	0	0.128754	0.020001	0.063705	0.000864	0.87644	0.005577	0.000069	0.000013	0.000007	0.000003	0.000003	0.000002	0.000002	0.000002	0.000002	0.000002	0.000002	0.000002	0.000001	0.002117	0	chelex-10-sof-S9-L002
23332821	0.007326	0.32531	0	0	0.662234	0	0.128629	0.020903	0.064631	0.002382	0.87878	0.005712	0.000076	0.000016	0.000007	0.000003	0.000003	0.000002	0.000002	0.000002	0.000002	0.000002	0.000002	0.000002	0.000001	0.00213	0	chelex-10-sof-S9-L003
23332821	0.007377	0.323683	0	0	0.661653	0	0.128054	0.020286	0.064597	0.001897	0.876486	0.005775	0.000077	0.000015	0.000006	0.000004	0.000002	0.000002	0.000002	0.000002	0.000002	0.000002	0.000002	0.000002	0.000001	0.002184	0	chelex-10-sof-S9-L004
23332821	0.049055	0.391545	0	0	0.448358	0	0.073283	0.03232	0.121962	0.001191	0.677114	0.045078	0.000105	0.000024	0.000008	0.000006	0.000003	0.000003	0.000002	0.000002	0.000002	0.000002	0.000002	0.000002	0.000002	0.016222	0	chelex-1K-JP-S37-L001
23332821	0.051397	0.393342	0	0	0.442651	0	0.073113	0.0335	0.122754	0.00085	0.672868	0.047103	0.000103	0.000022	0.000012	0.000007	0.000003	0.000002	0.000002	0.000002	0.000002	0.000002	0.000002	0.000002	0.000001	0.016963	0	chelex-1K-JP-S37-L002
23332821	0.050442	0.391942	0	0	0.443826	0	0.076055	0.03486	0.122381	0.000984	0.678106	0.046199	0.000106	0.000023	0.000008	0.000003	0.000003	0.000002	0.000002	0.000002	0.000002	0.000002	0.000002	0.000002	0.000002	0.0165	0	chelex-1K-JP-S37-L003
23332821	0.051086	0.393276	0	0	0.443873	0	0.074214	0.034533	0.121755	0.001091	0.675465	0.046792	0.000102	0.00002	0.00001	0.000003	0.000003	0.000002	0.000002	0.000002	0.000002	0.000002	0.000002	0.000002	0.000002	0.016872	0	chelex-1K-JP-S37-L004
