GENOME_TERRITORY	MEAN_COVERAGE	SD_COVERAGE	MEDIAN_COVERAGE	MAD_COVERAGE	PCT_EXC_MAPQ	PCT_EXC_DUPE	PCT_EXC_UNPAIRED	PCT_EXC_BASEQ	PCT_EXC_OVERLAP	PCT_EXC_CAPPED	PCT_EXC_TOTAL	PCT_1X	PCT_5X	PCT_10X	PCT_15X	PCT_20X	PCT_25X	PCT_30X	PCT_40X	PCT_50X	PCT_60X	PCT_70X	PCT_80X	PCT_90X	PCT_100X	HET_SNP_SENSITIVITY	HET_SNP_Q	SAMPLE_NAME
23332821	0.573087	0.977839	0	0	0.294726	0	0.027915	0.044678	0.160662	0.001143	0.529125	0.386611	0.002768	0.00038	0.000165	0.000061	0.000033	0.00002	0.00001	0.000003	0.000003	0.000003	0.000003	0.000002	0.000002	0.158884	1	chelex-10K-sof
23332821	0.040001	0.566603	0	0	0.661077	0	0.11955	0.020752	0.068388	0.005741	0.875509	0.02568	0.000835	0.000272	0.000138	0.00009	0.000061	0.000038	0.000019	0.000012	0.000005	0.000003	0.000003	0.000003	0.000003	0.010478	0	chelex-10-sanger
23332821	0.11036	1.227907	0	0	0.660182	0	0.122473	0.020316	0.067248	0.006945	0.877165	0.060064	0.003139	0.001074	0.000558	0.000362	0.000254	0.000194	0.000127	0.000099	0.000076	0.000052	0.000038	0.00003	0.000024	0.025389	0	chelex-10-sanger_sof_jp
23332821	0.067396	0.850325	0	0	0.661676	0	0.123608	0.0205	0.066571	0.006702	0.879056	0.039005	0.001742	0.000558	0.000297	0.000197	0.000132	0.000106	0.000072	0.00004	0.000027	0.000021	0.000016	0.000012	0.000007	0.016367	0	chelex-10-sanger_sof
23332821	0.027803	0.482507	0	0	0.662492	0	0.129135	0.020156	0.064096	0.006277	0.882156	0.018566	0.000529	0.000167	0.000088	0.000055	0.000035	0.000023	0.000015	0.000005	0.000003	0.000003	0.000003	0.000003	0.000002	0.00744	0	chelex-10-sof
23332821	0.200878	0.697644	0	0	0.444646	0	0.074172	0.033815	0.122215	0.002796	0.677645	0.162067	0.000839	0.000242	0.000123	0.000076	0.000053	0.000033	0.000018	0.000014	0.000006	0.000005	0.000003	0.000003	0.000003	0.061127	0	chelex-1K-JP
23332821	0.124853	0.592122	0	0	0.486473	0	0.078269	0.032601	0.116509	0.00273	0.716582	0.104516	0.000655	0.000185	0.000101	0.000058	0.00004	0.000026	0.000012	0.000006	0.000003	0.000003	0.000003	0.000003	0.000003	0.038487	0	chelex-1K-sanger
23332821	0.424341	1.299543	0	0	0.4756	0	0.080418	0.032469	0.115118	0.003614	0.707218	0.292579	0.00353	0.000979	0.0005	0.00032	0.000229	0.000181	0.000115	0.000083	0.000063	0.000045	0.000031	0.000025	0.00002	0.116968	1	chelex-1K-sanger_sof_jp
23332821	0.223963	0.891335	0	0	0.498946	0	0.08513	0.031453	0.109764	0.003626	0.728919	0.172913	0.001686	0.000491	0.000251	0.00017	0.000121	0.00009	0.000057	0.000034	0.000023	0.000015	0.000013	0.000009	0.000005	0.065824	0	chelex-1K-sanger_sof
23332821	0.099511	0.560865	0	0	0.513195	0	0.092966	0.030142	0.10206	0.003608	0.74197	0.083351	0.000588	0.000175	0.000095	0.000063	0.000038	0.000024	0.000013	0.000005	0.000003	0.000003	0.000003	0.000003	0.000002	0.030978	0	chelex-1K-sof
23332821	0.000005	0.002643	0	0	0.817886	0	0	0.03252	0.064228	0	0.914634	0.000003	0	0	0	0	0	0	0	0	0	0	0	0	0	0.000001	0	Neg-Neg-JP
23332821	0.001265	0.246916	0	0	0.932547	0	0.022268	0.005698	0.007757	0	0.96827	0.000668	0.000015	0.000006	0.000004	0.000004	0.000004	0.000004	0.000003	0.000003	0.000003	0.000003	0.000002	0.000002	0.000002	0.000249	0	Neg-Neg-sanger
23332821	0.026939	1.877415	0	0	0.732618	0	0.034171	0.016557	0.093818	0.074192	0.951356	0.003685	0.00058	0.000312	0.000224	0.000183	0.00015	0.000134	0.000115	0.000103	0.000092	0.000083	0.000078	0.000074	0.00007	0.002164	0	Neg-Neg-sof
23332821	0.000003	0.002519	0	0	0.853626	0	0.045243	0.001331	0.049235	0	0.949434	0.000002	0	0	0	0	0	0	0	0	0	0	0	0	0	0.000001	0	Neg-Neg-water
23332821	2.790379	7.312366	1	1	0.128137	0	0.008926	0.047195	0.279636	0.000574	0.464467	0.543939	0.158868	0.068082	0.037722	0.023444	0.015641	0.010988	0.006247	0.003901	0.002542	0.001832	0.001336	0.001003	0.000765	0.353939	2	qia-100-JP
23332821	19.875086	39.843449	6	6	0.129403	0	0.005265	0.052059	0.283958	0.066471	0.537155	0.795219	0.538944	0.39016	0.303987	0.246487	0.204855	0.173972	0.131421	0.103657	0.084429	0.070388	0.059851	0.051502	0.045025	0.684445	5	qia-100-sanger
23332821	42.848569	61.074662	18	17	0.111995	0	0.003899	0.052208	0.284079	0.091722	0.543902	0.882252	0.748282	0.632199	0.546252	0.478498	0.424041	0.379528	0.310779	0.260397	0.221311	0.191174	0.167282	0.147738	0.131641	0.827135	8	qia-100-sanger_sof_jp
23332821	40.460126	60.025253	16	15	0.111047	0	0.003604	0.052502	0.28434	0.092544	0.544037	0.873164	0.723419	0.602001	0.515882	0.449555	0.397107	0.354685	0.289614	0.242401	0.206626	0.179102	0.156861	0.138681	0.123777	0.811365	7	qia-100-sanger_sof
23332821	23.009581	45.432947	6	6	0.093834	0	0.002046	0.052918	0.284698	0.064049	0.497545	0.802636	0.546167	0.397757	0.314993	0.26198	0.224433	0.195383	0.154798	0.126628	0.106387	0.091085	0.078973	0.069123	0.061005	0.690832	5	qia-100-sof
23332821	0.852588	5.192219	0	0	0.20071	0	0.024448	0.045746	0.253066	0.009216	0.533185	0.214541	0.036493	0.015102	0.008882	0.006144	0.00469	0.003705	0.00247	0.001938	0.001621	0.001373	0.001153	0.000956	0.000756	0.116513	1	qia-10-JP
23332821	27.36516	43.337337	11	10	0.091983	0	0.001807	0.049084	0.265241	0.028486	0.436602	0.864849	0.682582	0.538151	0.440055	0.368647	0.312293	0.268153	0.204552	0.159972	0.127531	0.103618	0.085764	0.072262	0.061628	0.788132	7	qia-10K-JP
23332821	43.778916	56.85991	22	20	0.09901	0	0.001276	0.05341	0.261992	0.057478	0.473165	0.892793	0.784528	0.682039	0.599932	0.531853	0.474447	0.425766	0.347168	0.287183	0.239675	0.201895	0.171366	0.14681	0.127013	0.846822	8	qia-10K-sanger
23332821	93.46018	86.889797	64	55	0.097885	0	0.001353	0.052547	0.261199	0.144274	0.557259	0.920635	0.867644	0.823744	0.782852	0.744512	0.70862	0.675302	0.615354	0.563242	0.518013	0.477777	0.440749	0.406941	0.376381	0.897072	10	qia-10K-sanger_sof_jp
23332821	77.499749	79.299779	48	41	0.099649	0	0.001217	0.053582	0.259991	0.108705	0.523145	0.914487	0.852806	0.797469	0.746316	0.699125	0.656218	0.61696	0.549764	0.492707	0.442913	0.398865	0.360068	0.325866	0.296277	0.887294	9	qia-10K-sanger_sof
23332821	43.45322	55.849801	22	19	0.100319	0	0.001156	0.053763	0.257898	0.039765	0.4529	0.896193	0.793206	0.691179	0.605889	0.536192	0.47744	0.427839	0.347523	0.285234	0.236894	0.199044	0.168738	0.144348	0.12446	0.852315	8	qia-10K-sof
23332821	12.729201	39.85637	1	1	0.113049	0	0.005475	0.052901	0.298809	0.203351	0.673584	0.501416	0.25384	0.180977	0.145637	0.122657	0.105923	0.09343	0.075724	0.064198	0.056003	0.049699	0.044784	0.040768	0.037323	0.379665	2	qia-10-sanger
23332821	24.621126	54.967992	3	3	0.10801	0	0.004659	0.052232	0.28948	0.198912	0.653293	0.722166	0.451652	0.333082	0.271014	0.230401	0.201029	0.178526	0.146869	0.125862	0.110603	0.098901	0.089702	0.082272	0.076051	0.598453	4	qia-10-sanger_sof_jp
23332821	23.920031	54.793082	3	3	0.105563	0	0.004136	0.052404	0.290442	0.20173	0.654274	0.681565	0.422621	0.316869	0.260251	0.222324	0.194402	0.173144	0.143001	0.122986	0.108469	0.097138	0.088243	0.081075	0.075012	0.560655	4	qia-10-sanger_sof
23332821	11.9045	39.64344	0	0	0.095894	0	0.002408	0.051762	0.279634	0.175997	0.605695	0.461833	0.235616	0.165782	0.131178	0.108714	0.093442	0.082273	0.066981	0.057562	0.050759	0.045508	0.041441	0.03816	0.035437	0.348883	2	qia-10-sof
23332821	3.982009	9.19005	1	1	0.135781	0	0.006195	0.050213	0.24032	0.000501	0.43301	0.643172	0.232368	0.103116	0.057006	0.036074	0.024987	0.018403	0.010907	0.006975	0.004993	0.00376	0.002781	0.001989	0.00143	0.443089	3	qia-1K-JP
23332821	30.422578	52.739493	10	10	0.089883	0	0.001478	0.055536	0.283236	0.142552	0.572684	0.849043	0.65083	0.506751	0.414689	0.349415	0.30047	0.262503	0.207636	0.169654	0.141942	0.121072	0.104884	0.092029	0.081681	0.765061	6	qia-1K-sanger
23332821	53.022564	68.378306	25	22	0.094858	0	0.001859	0.054414	0.276084	0.141907	0.569122	0.895517	0.793934	0.698532	0.621058	0.556932	0.503489	0.457652	0.383808	0.327314	0.282862	0.246853	0.217542	0.19352	0.173391	0.85297	8	qia-1K-sanger_sof_jp
23332821	49.6895	66.939088	22	20	0.092381	0	0.001596	0.054668	0.278249	0.144874	0.571768	0.887135	0.771932	0.669345	0.588783	0.524813	0.472737	0.428143	0.356991	0.303089	0.261206	0.227915	0.20116	0.178963	0.160216	0.838738	8	qia-1K-sanger_sof
23332821	22.365806	42.701888	7	7	0.096348	0	0.001784	0.05329	0.270331	0.079449	0.501201	0.811223	0.572132	0.424594	0.336526	0.27623	0.231925	0.198674	0.151468	0.120178	0.098068	0.081992	0.069709	0.060246	0.052666	0.706711	5	qia-1K-sof
23332821	3.640763	14.308321	1	1	0.11426	0	0.010818	0.129704	0.160298	0.061552	0.476633	0.517051	0.155894	0.075328	0.047666	0.034025	0.025686	0.020336	0.014035	0.010647	0.008354	0.006893	0.005803	0.004879	0.004201	0.323039	2	qiainv-100-JP
23332821	10.195804	26.193582	3	3	0.181687	0	0.036682	0.074678	0.204428	0.051752	0.549228	0.726063	0.379088	0.228131	0.158896	0.119852	0.094636	0.077288	0.055425	0.042047	0.033018	0.026855	0.022586	0.019179	0.016483	0.566554	4	qiainv-100-JP_sanger
23332821	23.067457	47.274916	6	6	0.095032	0	0.002918	0.063997	0.261804	0.164475	0.588226	0.80247	0.539131	0.390131	0.306988	0.252991	0.215298	0.187138	0.147727	0.121568	0.1026	0.088238	0.077185	0.068309	0.060961	0.685206	5	qiainv-100-JP_sof
23332821	6.62391	21.370047	1	1	0.211635	0	0.04817	0.050238	0.224029	0.043002	0.577075	0.584728	0.246165	0.140893	0.097676	0.073813	0.058487	0.047866	0.034327	0.026122	0.020706	0.017053	0.014346	0.012124	0.010499	0.422198	2	qiainv-100-sanger
23332821	29.079586	52.435948	9	9	0.120509	0	0.012806	0.06099	0.253551	0.146469	0.594324	0.841951	0.626881	0.478148	0.3866	0.323166	0.27731	0.242626	0.192624	0.159188	0.135004	0.116438	0.101851	0.090027	0.080217	0.750748	6	qiainv-100-sanger_sof_jp
23332821	25.775396	50.23798	6	6	0.121181	0	0.013019	0.053605	0.263573	0.150395	0.601773	0.812036	0.568911	0.422912	0.337884	0.281415	0.241177	0.210751	0.167602	0.138562	0.11733	0.101371	0.088635	0.078515	0.070338	0.706962	5	qiainv-100-sanger_sof
23332821	19.670488	44.865581	3	3	0.092305	0	0.001798	0.05468	0.276196	0.174099	0.599079	0.738425	0.455341	0.323718	0.253561	0.209495	0.178783	0.155939	0.123861	0.102104	0.086546	0.074902	0.065839	0.058442	0.052506	0.60897	4	qiainv-100-sof
23332821	0.755022	4.101684	0	0	0.325711	0	0.034124	0.057149	0.169652	0.050946	0.637582	0.231455	0.034392	0.012763	0.007121	0.004696	0.00337	0.002442	0.001401	0.00095	0.000593	0.00033	0.00019	0.000158	0.000149	0.12011	1	qiainv-10-JP
23332821	3.83607	16.024152	0	0	0.346354	0	0.046147	0.048463	0.189217	0.099804	0.729984	0.457265	0.146042	0.078367	0.051958	0.038432	0.030574	0.024967	0.017973	0.01378	0.010848	0.008643	0.007118	0.006049	0.005258	0.299545	2	qiainv-10-JP_sanger
23332821	11.163752	34.916984	1	1	0.110877	0	0.005157	0.052177	0.29259	0.163643	0.624444	0.57019	0.265269	0.174553	0.133787	0.110519	0.094965	0.083493	0.066931	0.056107	0.04811	0.041916	0.037123	0.033254	0.030048	0.421119	2	qiainv-10-JP_sof
23332821	22.192987	32.877473	11	10	0.098788	0	0.002189	0.051568	0.261032	0.041439	0.455015	0.875885	0.700248	0.539759	0.426053	0.341637	0.277956	0.229038	0.160934	0.117985	0.088608	0.068305	0.05344	0.042525	0.034433	0.803002	7	qiainv-10K-JP
23332821	55.727124	63.363351	33	28	0.102344	0	0.001573	0.053112	0.271405	0.070137	0.49857	0.910792	0.834959	0.76132	0.694569	0.634207	0.579941	0.531168	0.448563	0.381412	0.325652	0.27855	0.238887	0.20616	0.178772	0.878584	9	qiainv-10K-JP_sanger
23332821	54.858853	62.78945	32	27	0.097562	0	0.001628	0.052993	0.279021	0.062857	0.494061	0.910846	0.83122	0.754092	0.686142	0.625658	0.572189	0.524733	0.443902	0.376115	0.319846	0.273221	0.234228	0.20214	0.175869	0.877485	9	qiainv-10K-JP_sof
23332821	36.028459	49.702202	18	16	0.1044	0	0.001218	0.054005	0.277404	0.05131	0.488335	0.888031	0.768416	0.652469	0.558288	0.481392	0.418348	0.365409	0.282954	0.223271	0.18027	0.1482	0.123805	0.104571	0.089359	0.838542	8	qiainv-10K-sanger
23332821	81.68278	79.251602	55	46	0.100254	0	0.001467	0.053391	0.278384	0.109777	0.543274	0.9212	0.865249	0.816037	0.771337	0.729402	0.689815	0.65294	0.586507	0.527721	0.476188	0.430716	0.389952	0.353283	0.319965	0.89682	10	qiainv-10K-sanger_sof_jp
23332821	65.265081	70.973958	39	33	0.100687	0	0.001254	0.053929	0.2835	0.088112	0.527482	0.911331	0.8411	0.776726	0.719327	0.666708	0.618982	0.575596	0.499009	0.435443	0.38116	0.33452	0.294543	0.260223	0.230675	0.881323	9	qiainv-10K-sanger_sof
23332821	34.910015	47.381434	18	16	0.096825	0	0.001291	0.05385	0.289841	0.042594	0.484401	0.888107	0.763433	0.648224	0.555718	0.479548	0.416543	0.363818	0.281135	0.220956	0.176625	0.143785	0.118638	0.098806	0.083275	0.837276	8	qiainv-10K-sof
23332821	3.084915	15.437147	0	0	0.349901	0	0.048213	0.04697	0.192579	0.10788	0.745543	0.323966	0.106008	0.061156	0.041958	0.031665	0.025556	0.021285	0.015867	0.012381	0.009949	0.008096	0.00677	0.005765	0.005011	0.212227	1	qiainv-10-sanger
23332821	14.112605	38.366046	2	2	0.18012	0	0.01763	0.050669	0.263617	0.15074	0.662777	0.664047	0.346585	0.231267	0.17612	0.14382	0.122752	0.107335	0.085407	0.070892	0.060395	0.052341	0.046062	0.041089	0.036994	0.515714	3	qiainv-10-sanger_sof_jp
23332821	13.373822	38.107622	1	1	0.172493	0	0.016766	0.050329	0.26854	0.15556	0.663688	0.604795	0.31179	0.211791	0.163476	0.134743	0.11581	0.101955	0.081878	0.068396	0.058539	0.051039	0.04514	0.040363	0.036378	0.466441	3	qiainv-10-sanger_sof
23332821	10.42059	34.651082	0	0	0.094686	0	0.002974	0.051803	0.301855	0.171708	0.623025	0.475697	0.229212	0.156862	0.122721	0.102851	0.089148	0.079017	0.063986	0.054038	0.046594	0.040879	0.036365	0.032599	0.029489	0.353869	2	qiainv-10-sof
23332821	1.848121	4.467391	1	1	0.162474	0	0.019881	0.049951	0.203924	0.026012	0.462243	0.540575	0.105665	0.030526	0.013452	0.007166	0.00423	0.002767	0.001586	0.001046	0.000726	0.000485	0.000334	0.000251	0.000212	0.310871	2	qiainv-1K-JP
23332821	18.077308	34.824843	6	6	0.159694	0	0.005025	0.052975	0.253048	0.049606	0.520348	0.838294	0.581324	0.400049	0.297861	0.233098	0.188856	0.156987	0.114949	0.088366	0.069812	0.056946	0.047701	0.04061	0.034754	0.728856	6	qiainv-1K-JP_sanger
23332821	24.252313	46.669348	7	7	0.106818	0	0.002668	0.051829	0.276417	0.136512	0.574244	0.839059	0.59846	0.436472	0.342	0.279905	0.236259	0.203227	0.15667	0.126002	0.105088	0.089684	0.077619	0.068034	0.060541	0.735224	6	qiainv-1K-JP_sof
23332821	16.279729	33.87907	5	5	0.159415	0	0.003535	0.053278	0.257977	0.050498	0.524702	0.801671	0.513773	0.348202	0.259494	0.20439	0.166881	0.139924	0.103518	0.080026	0.063878	0.052487	0.044129	0.037521	0.03215	0.67668	5	qiainv-1K-sanger
23332821	38.739417	58.196766	16	14	0.126568	0	0.002994	0.052373	0.269493	0.123866	0.575294	0.885143	0.7427	0.612534	0.517161	0.445074	0.388651	0.343571	0.274679	0.225605	0.189994	0.163218	0.142135	0.125183	0.111073	0.826543	8	qiainv-1K-sanger_sof_jp
23332821	37.06967	57.569459	14	13	0.125162	0	0.002332	0.052468	0.27206	0.125665	0.577688	0.875499	0.717807	0.584947	0.491644	0.42221	0.367863	0.324501	0.25953	0.214037	0.181055	0.156102	0.136144	0.119984	0.106525	0.810591	7	qiainv-1K-sanger_sof
23332821	22.489653	46.074229	6	6	0.103244	0	0.001563	0.051949	0.281071	0.14201	0.579838	0.800054	0.539691	0.39182	0.308057	0.25352	0.214547	0.185118	0.144188	0.117328	0.098601	0.084402	0.073318	0.06448	0.057535	0.685829	5	qiainv-1K-sof
23332821	0.21076	0.96827	0	0	0.532608	0	0.092769	0.028549	0.09763	0.004354	0.755909	0.157171	0.001985	0.000616	0.000321	0.000207	0.000147	0.000118	0.000072	0.000048	0.000032	0.000023	0.000017	0.000015	0.000009	0.060594	0	chelex-100-JP_sanger
23332821	0.193543	0.833628	0	0	0.521849	0	0.101288	0.02878	0.090509	0.00367	0.746096	0.149067	0.001478	0.000439	0.000234	0.00015	0.00011	0.00008	0.000048	0.00003	0.000018	0.000014	0.000008	0.000006	0.000003	0.057191	0	chelex-100-JP_sof
23332821	0.083077	0.948846	0	0	0.65936	0	0.120101	0.020373	0.068371	0.006396	0.874601	0.048563	0.002143	0.000693	0.000372	0.000229	0.000162	0.000127	0.000087	0.000056	0.000034	0.000026	0.000021	0.000016	0.000014	0.020227	0	chelex-10-JP_sanger
23332821	0.070885	0.855217	0	0	0.659684	0	0.124101	0.020074	0.066614	0.006701	0.877174	0.042436	0.001736	0.000559	0.000281	0.000179	0.000134	0.000105	0.000069	0.000042	0.000029	0.00002	0.000017	0.000014	0.00001	0.017612	0	chelex-10-JP_sof
23332821	1.567027	1.848201	1	1	0.262528	0	0.02352	0.047891	0.160304	0.000727	0.494969	0.650359	0.063387	0.001306	0.000491	0.000394	0.000325	0.000256	0.000091	0.000028	0.000017	0.00001	0.000006	0.000006	0.000004	0.352796	2	chelex-10K-JP_sanger
23332821	1.443976	1.740621	1	1	0.268902	0	0.024409	0.046864	0.162403	0.000924	0.503503	0.633085	0.049786	0.001016	0.000478	0.000379	0.000286	0.000175	0.000056	0.000027	0.000018	0.000013	0.000007	0.000006	0.000004	0.333378	2	chelex-10K-JP_sof
23332821	0.325326	1.01137	0	0	0.461969	0	0.075869	0.033312	0.119852	0.00315	0.694152	0.240519	0.00218	0.00057	0.000302	0.000193	0.00014	0.000105	0.000069	0.00004	0.000027	0.000021	0.000018	0.000012	0.000007	0.093806	0	chelex-1K-JP_sanger
23332821	0.299981	0.987301	0	0	0.470852	0	0.081357	0.032411	0.11451	0.003511	0.70264	0.223011	0.001967	0.000539	0.000294	0.000191	0.000136	0.000099	0.000068	0.00004	0.000025	0.000021	0.000019	0.000012	0.000007	0.086721	0	chelex-1K-JP_sof
23332821	22.51768	41.183697	8	8	0.129266	0	0.005661	0.051532	0.28349	0.062409	0.532359	0.833642	0.607013	0.45251	0.355256	0.288619	0.240639	0.204455	0.153831	0.120025	0.096796	0.079595	0.066941	0.057116	0.049584	0.738388	6	qia-100-JP_sanger
23332821	25.591832	46.890332	8	8	0.097338	0	0.002749	0.052333	0.284181	0.061645	0.498247	0.837919	0.611269	0.454497	0.360847	0.298796	0.254833	0.221198	0.173799	0.141118	0.117668	0.100358	0.086742	0.075889	0.066896	0.74232	6	qia-100-JP_sof
23332821	13.568413	40.214827	1	1	0.116971	0	0.006323	0.052581	0.296762	0.194993	0.66763	0.584389	0.290266	0.198983	0.156943	0.1312	0.113	0.099268	0.079826	0.067275	0.058426	0.051812	0.046636	0.042336	0.038651	0.442654	3	qia-10-JP_sanger
23332821	65.628569	72.823405	37	33	0.096418	0	0.001472	0.051814	0.26319	0.088672	0.501566	0.90907	0.833425	0.763383	0.702093	0.648367	0.600406	0.55819	0.486107	0.426639	0.376559	0.333607	0.296895	0.265424	0.23805	0.876392	9	qia-10K-JP_sanger
23332821	65.156905	72.334207	37	32	0.097156	0	0.001403	0.051987	0.260684	0.079717	0.490947	0.910443	0.837339	0.768171	0.706483	0.651141	0.602197	0.55916	0.486136	0.425601	0.373477	0.329216	0.29188	0.26019	0.232712	0.878852	9	qia-10K-JP_sof
23332821	34.043216	54.416953	13	12	0.094004	0	0.001902	0.055058	0.279382	0.134417	0.564763	0.873226	0.710346	0.570436	0.472621	0.399972	0.344963	0.301529	0.237734	0.193709	0.161841	0.137389	0.118715	0.103992	0.092102	0.80543	7	qia-1K-JP_sanger
23332821	26.176614	44.787493	10	9	0.101688	0	0.002381	0.052873	0.266267	0.072059	0.495268	0.852649	0.652349	0.501745	0.40259	0.333185	0.281088	0.241214	0.184428	0.146126	0.11859	0.098286	0.082772	0.070709	0.061392	0.767576	6	qia-1K-JP_sof
