GENOME_TERRITORY	MEAN_COVERAGE	SD_COVERAGE	MEDIAN_COVERAGE	MAD_COVERAGE	PCT_EXC_MAPQ	PCT_EXC_DUPE	PCT_EXC_UNPAIRED	PCT_EXC_BASEQ	PCT_EXC_OVERLAP	PCT_EXC_CAPPED	PCT_EXC_TOTAL	PCT_1X	PCT_5X	PCT_10X	PCT_15X	PCT_20X	PCT_25X	PCT_30X	PCT_40X	PCT_50X	PCT_60X	PCT_70X	PCT_80X	PCT_90X	PCT_100X	HET_SNP_SENSITIVITY	HET_SNP_Q	sample
23332839	41.233553	190.602007	2	2	0.050025	0	0.000335	0.064629	0.369283	0.000097	0.48437	0.646088	0.385314	0.299852	0.254103	0.223198	0.199925	0.181567	0.15374	0.133843	0.118255	0.105657	0.095566	0.087245	0.080155	0.49948	3	w2-rep2-Qiagen-100-Sanger
23332839	54.40157	225.466549	4	4	0.07315	0	0.000581	0.072052	0.312219	0.000049	0.45805	0.765668	0.487766	0.360673	0.297969	0.258944	0.231791	0.211073	0.18066	0.159165	0.143057	0.13018	0.119819	0.11103	0.103576	0.61667	4	w2-rep2-Qiagen-100-Sof
23332839	84.555225	195.551519	28	25	0.038822	0	0.000473	0.082511	0.317038	0.000033	0.438878	0.903438	0.806492	0.714174	0.638865	0.578466	0.527449	0.484193	0.413465	0.358316	0.31498	0.279729	0.250653	0.226427	0.205828	0.833437	8	w2-rep2-Qiagen-1K-Sanger
23332839	91.202649	196.95486	33	29	0.031204	0	0.000544	0.075675	0.309114	0	0.416536	0.91701	0.829002	0.745323	0.676997	0.619172	0.56953	0.526382	0.454887	0.398465	0.352634	0.314511	0.28241	0.255496	0.23256	0.851551	8	w2-rep2-Qiagen-1K-Sof
23332839	60.263032	168.541202	18	16	0.080774	0	0.002627	0.088684	0.299788	0.002237	0.47411	0.90106	0.771133	0.644702	0.551478	0.480939	0.425623	0.380871	0.312126	0.261986	0.224489	0.195594	0.17275	0.154058	0.13866	0.838007	8	w3-100-Che-Sang-1
23332839	42.766855	100.898474	16	14	0.091719	0	0.002683	0.097606	0.274685	0.001339	0.468032	0.905086	0.774823	0.636939	0.532208	0.453177	0.391277	0.341615	0.268615	0.21719	0.179107	0.150292	0.128292	0.111268	0.097494	0.849732	8	w3-100-Che-Sang-2
23332839	44.193762	81.980502	20	16	0.093001	0	0.003167	0.069099	0.28998	0.000958	0.456205	0.91442	0.808621	0.689026	0.58734	0.505412	0.44064	0.38793	0.306823	0.24881	0.206155	0.173535	0.148052	0.127531	0.110808	0.870949	9	w3-100-Che-Sof-1
23332839	61.41821	127.29324	26	21	0.072357	0	0.00312	0.081109	0.309017	0.000883	0.466486	0.919869	0.835379	0.74143	0.656823	0.583451	0.520934	0.467952	0.383978	0.320459	0.272167	0.234236	0.204014	0.17908	0.158442	0.877845	9	w3-100-Che-Sof-2
23332839	65.586677	349.8422	7	7	0.102124	0	0.002325	0.073854	0.281022	0.02896	0.488285	0.792662	0.575872	0.455149	0.383382	0.332895	0.294879	0.265118	0.221448	0.190561	0.167216	0.148963	0.133976	0.121441	0.110763	0.678532	5	w3-100-Qia-Sang-1
23332839	58.224628	294.815308	7	7	0.111718	0	0.002323	0.069477	0.298237	0.022008	0.503763	0.785978	0.566015	0.446867	0.375781	0.326763	0.289652	0.260275	0.216652	0.18441	0.160497	0.141827	0.127077	0.114975	0.104679	0.672395	5	w3-100-Qia-Sang-2
23332839	67.831393	351.252671	9	9	0.059539	0	0.002227	0.091244	0.290592	0.041324	0.484926	0.814642	0.609292	0.493521	0.422116	0.371094	0.331608	0.299893	0.25163	0.216458	0.189916	0.169202	0.152322	0.138505	0.12684	0.706193	5	w3-100-Qia-Sof-1
23332839	45.794977	258.18873	5	5	0.071992	0	0.001838	0.065012	0.334111	0.035819	0.508772	0.767523	0.530664	0.411909	0.34188	0.294236	0.258954	0.231289	0.189775	0.160478	0.138472	0.121397	0.107733	0.096373	0.087121	0.653449	5	w3-100-Qia-Sof-2
23332839	78.968004	161.541906	33	27	0.08326	0	0.002934	0.070871	0.280044	0.002076	0.439185	0.919059	0.849124	0.77473	0.704598	0.640627	0.583888	0.534323	0.453029	0.389572	0.33817	0.296113	0.260925	0.231997	0.207946	0.875604	9	w3-1000-Che-Sang-1
23332839	79.039383	160.165771	34	28	0.057821	0	0.002133	0.069943	0.311632	0.00189	0.443418	0.920216	0.850849	0.776929	0.707607	0.645338	0.589969	0.54117	0.460612	0.396959	0.345173	0.302681	0.267196	0.237376	0.212442	0.87717	9	w3-1000-Che-Sang-2
23332839	86.161851	137.340195	46	35	0.04179	0	0.002472	0.074011	0.308764	0.000328	0.427365	0.932507	0.880441	0.831077	0.780035	0.728753	0.679736	0.633694	0.550072	0.477311	0.416085	0.365125	0.322366	0.286007	0.255227	0.89828	10	w3-1000-Che-Sof-1
23332839	82.445641	130.108053	44	34	0.044781	0	0.002702	0.09576	0.287933	0.000401	0.431578	0.932442	0.878194	0.826203	0.772788	0.719884	0.669201	0.621646	0.536322	0.463811	0.403587	0.353138	0.310875	0.275229	0.244662	0.898114	10	w3-1000-Che-Sof-2
23332839	112.719582	335.683628	36	31	0.036799	0	0.001813	0.076725	0.303194	0.00745	0.425981	0.909192	0.841962	0.768568	0.702811	0.644853	0.593969	0.54958	0.476508	0.418909	0.372731	0.334451	0.302245	0.274604	0.250722	0.851731	8	w3-1000-Qia-Sang-1
23332839	112.355957	321.512846	37	32	0.04082	0	0.001836	0.082375	0.302456	0.005787	0.433275	0.909369	0.843208	0.772362	0.708226	0.651427	0.601621	0.557511	0.482642	0.423264	0.375826	0.336477	0.303417	0.275494	0.251742	0.850829	8	w3-1000-Qia-Sang-2
23332839	79.373858	211.276664	32	27	0.030991	0	0.001651	0.074791	0.290957	0.002807	0.401198	0.911886	0.839991	0.762443	0.69171	0.628474	0.572967	0.524018	0.442495	0.378608	0.328154	0.28698	0.252931	0.22515	0.202005	0.867365	9	w3-1000-Qia-Sof-1
23332839	121.586932	279.123457	51	42	0.032987	0	0.00165	0.077366	0.311181	0.001763	0.424947	0.921803	0.869573	0.8179	0.767261	0.720141	0.676996	0.637145	0.566391	0.506193	0.45472	0.410645	0.37272	0.339738	0.310371	0.867842	9	w3-1000-Qia-Sof-2
23332839	1.782393	79.241214	0	0	0.672214	0	0.000458	0.018672	0.116352	0.071098	0.878795	0.306925	0.026695	0.007455	0.004435	0.003265	0.002616	0.002261	0.001795	0.001483	0.001298	0.001142	0.001012	0.00093	0.00087	0.157831	1	w3-Neg-Qia-Sof-1
23332839	2.424784	83.03503	0	0	0.701251	0	0.000507	0.019197	0.103811	0.070265	0.895031	0.378992	0.051786	0.013874	0.007547	0.005376	0.004261	0.003592	0.002784	0.00232	0.002049	0.001836	0.001686	0.001557	0.001451	0.218075	1	w3-Neg-Qia-Sof-2
23332839	132.796072	575.280715	14	14	0.023671	0	0.002255	0.081635	0.307232	0.045397	0.460189	0.870947	0.685792	0.564495	0.489711	0.437069	0.39644	0.36373	0.315007	0.279921	0.253535	0.232259	0.214556	0.19987	0.187072	0.750357	6	w4-100-Che-Sang-1-largeV_S1
23332839	65.098865	286.331216	11	10	0.161697	0	0.002356	0.059932	0.281427	0.005627	0.511039	0.876639	0.678187	0.527254	0.434917	0.37229	0.326764	0.291679	0.239104	0.203097	0.177124	0.157134	0.141128	0.128224	0.117287	0.778933	7	w4-100-Che-Sang-2-largeV_S1
23332839	15.609122	38.297763	7	6	0.155137	0	0.003502	0.059682	0.274703	0.002385	0.49541	0.87466	0.62108	0.408463	0.286172	0.212187	0.163459	0.130072	0.088611	0.064635	0.049237	0.038426	0.030626	0.024727	0.020048	0.777339	7	w4-100-Che-Sof-1-largeV_S1
23332839	42.414102	117.654722	13	11	0.093155	0	0.003488	0.064914	0.297333	0.000964	0.459855	0.901747	0.73916	0.578567	0.467071	0.388571	0.331817	0.288741	0.228348	0.187188	0.157426	0.134849	0.117318	0.103099	0.091609	0.833261	8	w4-100-Che-Sof-2-largeV_S1
23332839	3.595979	18.938409	2	2	0.39047	0	0.001954	0.036246	0.245083	0.000697	0.67445	0.773381	0.254057	0.072708	0.026326	0.011789	0.006409	0.00412	0.002287	0.001545	0.001135	0.000889	0.000734	0.000627	0.000541	0.560276	4	w4-1000-Qia-M-rWGA-1_S1
23332839	3.962312	20.427372	2	2	0.38951	0	0.002252	0.035187	0.243661	0.000639	0.671249	0.793891	0.287028	0.087111	0.032217	0.014444	0.007652	0.004773	0.002613	0.001734	0.001254	0.000968	0.000798	0.000679	0.000585	0.588672	4	w4-1000-Qia-M-rWGA-2_S1
23332839	141.610126	280.979253	55	47	0.01441	0	0.001488	0.068389	0.30398	0	0.388267	0.919202	0.870473	0.819113	0.770833	0.726239	0.685747	0.648853	0.583322	0.528453	0.480756	0.43907	0.403295	0.372591	0.345651	0.856259	8	w4-1000-Qia-M-Sof-1_S
23332839	168.179495	351.824663	63	55	0.014447	0	0.001537	0.06938	0.297431	0.000039	0.382834	0.920765	0.875345	0.82983	0.786148	0.745469	0.707946	0.673004	0.611579	0.559603	0.515155	0.477013	0.443612	0.413927	0.387312	0.848234	8	w4-1000-Qia-M-Sof-2_S
23332839	0.001401	0.050925	0	0	0.501696	0	0.010369	0.02884	0.210471	0	0.751377	0.00118	0.000013	0.000001	0.000001	0	0	0	0	0	0	0	0	0	0	0.000368	0	w4-50ul-H20-1_S1
23332839	0.000861	0.04544	0	0	0.51552	0	0.011038	0.028992	0.198003	0	0.753554	0.00071	0.000013	0.000001	0.000001	0.000001	0.000001	0	0	0	0	0	0	0	0	0.00022	0	w4-50ul-H20-2_S2
23332839	2.136091	24.299275	1	1	0.512723	0	0.001248	0.026364	0.212646	0.008152	0.761134	0.53406	0.122227	0.02846	0.010969	0.005985	0.004063	0.003027	0.002015	0.001484	0.001182	0.000984	0.00082	0.00072	0.000639	0.360053	2	w4-Neg-Che-Sang-1_S
23332839	2.163109	25.608553	1	1	0.505631	0	0.001155	0.027648	0.215133	0.008098	0.757665	0.538773	0.124675	0.0289	0.011017	0.00597	0.003962	0.002982	0.001985	0.001476	0.001164	0.000965	0.000833	0.000719	0.000626	0.364424	2	w4-Neg-Che-Sang-2_S
23332839	1.702246	18.884747	0	0	0.514523	0	0.001191	0.025728	0.211334	0.009977	0.762753	0.496656	0.088851	0.018212	0.007256	0.00414	0.002862	0.00219	0.001496	0.001112	0.000886	0.000724	0.000618	0.000528	0.000468	0.31608	2	w4-Neg-Che-Sof-1_S
23332839	2.671377	23.68808	1	1	0.51257	0	0.001107	0.025947	0.213981	0.007062	0.760667	0.575003	0.169749	0.046178	0.017808	0.009245	0.005822	0.004194	0.002684	0.001948	0.001534	0.001249	0.001047	0.000897	0.000795	0.412924	2	w4-Neg-Che-Sof-2_S
23332839	2.252637	14.840955	0	0	0.444714	0	0.001178	0.031004	0.246386	0.000933	0.724215	0.486228	0.15188	0.046186	0.017626	0.008552	0.005053	0.003483	0.002098	0.001461	0.001087	0.000855	0.000716	0.000613	0.000527	0.345798	2	w4-Neg-Qia-M-rWGA-1_S1
23332839	2.297641	15.196506	0	0	0.454161	0	0.001374	0.029024	0.24331	0.000878	0.728748	0.488569	0.154751	0.047868	0.018612	0.009031	0.005321	0.003662	0.002186	0.001523	0.001127	0.000869	0.000731	0.000631	0.000548	0.348514	2	w4-Neg-Qia-M-rWGA-2_S1
23332839	2.931397	144.897911	0	0	0.690068	0	0.000731	0.017974	0.108166	0.061097	0.878035	0.084405	0.008143	0.004133	0.002926	0.002352	0.002025	0.001803	0.00153	0.001358	0.001245	0.001154	0.001097	0.00105	0.001005	0.037981	0	w4-Neg-Qia-M-Sof-1_S
23332839	8.032014	236.503632	0	0	0.512832	0	0.001322	0.03918	0.159475	0.116982	0.829791	0.215151	0.033199	0.015947	0.01096	0.008546	0.007104	0.00612	0.004997	0.004321	0.003838	0.003504	0.003256	0.003045	0.002887	0.113013	1	w4-Neg-Qia-M-Sof-2_S1
23332839	2.472155	111.586142	0	0	0.753981	0	0.000441	0.012627	0.082754	0.070208	0.920012	0.157609	0.010078	0.005702	0.004361	0.003641	0.00318	0.00284	0.002408	0.002124	0.00192	0.001783	0.001672	0.001582	0.001515	0.065844	0	w4-Neg-Qia-Sang-1_S
23332839	2.240446	111.302163	0	0	0.792237	0	0.000415	0.009172	0.070305	0.065962	0.93809	0.129486	0.008004	0.004716	0.003634	0.003086	0.002716	0.002429	0.002051	0.001789	0.001624	0.001494	0.001407	0.001318	0.001254	0.052038	0	w4-Neg-Qia-Sang-2_S
