chr	start	end	count
Pf3D7_02_v3	915001	916001	56
Pf3D7_02_v3	918001	919001	181
Pf3D7_02_v3	921001	922001	2
Pf3D7_02_v3	924001	925001	2
Pf3D7_02_v3	927001	928001	2
Pf3D7_02_v3	930001	931001	0
Pf3D7_02_v3	933001	934001	0
Pf3D7_02_v3	936001	937001	0
Pf3D7_02_v3	939001	940001	1
Pf3D7_02_v3	942001	943001	1
Pf3D7_02_v3	945001	946001	1
Pf3D7_02_v3	947102	948102	0
Pf3D7_03_v3	1	1001	0
Pf3D7_03_v3	3001	4001	0
Pf3D7_03_v3	6001	7001	3
Pf3D7_03_v3	9001	10001	3
Pf3D7_03_v3	12001	13001	2
Pf3D7_03_v3	15001	16001	1
Pf3D7_03_v3	18001	19001	1
Pf3D7_03_v3	21001	22001	0
Pf3D7_03_v3	24001	25001	0
Pf3D7_03_v3	27001	28001	1
Pf3D7_03_v3	30001	31001	1
Pf3D7_03_v3	33001	34001	0
Pf3D7_03_v3	36001	37001	3
Pf3D7_03_v3	39001	40001	5
Pf3D7_03_v3	42001	43001	0
Pf3D7_03_v3	45001	46001	61
Pf3D7_03_v3	48001	49001	65
Pf3D7_03_v3	51001	52001	35
Pf3D7_03_v3	54001	55001	25
Pf3D7_03_v3	57001	58001	26
Pf3D7_03_v3	60001	61001	35
Pf3D7_03_v3	63001	64001	77
Pf3D7_03_v3	66001	67001	3
Pf3D7_03_v3	69001	70001	1
Pf3D7_03_v3	72001	73001	0
Pf3D7_03_v3	75001	76001	0
Pf3D7_03_v3	78001	79001	181
Pf3D7_03_v3	81001	82001	277
Pf3D7_03_v3	84001	85001	255
Pf3D7_03_v3	87001	88001	241
Pf3D7_03_v3	90001	91001	132
Pf3D7_03_v3	93001	94001	109
Pf3D7_03_v3	96001	97001	235
Pf3D7_03_v3	99001	100001	830
Pf3D7_03_v3	102001	103001	259
Pf3D7_03_v3	105001	106001	82
Pf3D7_03_v3	108001	109001	96
Pf3D7_03_v3	111001	112001	85
Pf3D7_03_v3	114001	115001	31
Pf3D7_03_v3	117001	118001	56
Pf3D7_03_v3	120001	121001	46
Pf3D7_03_v3	123001	124001	32
Pf3D7_03_v3	126001	127001	29
Pf3D7_03_v3	129001	130001	35
Pf3D7_03_v3	132001	133001	57
Pf3D7_03_v3	135001	136001	168
Pf3D7_03_v3	138001	139001	70
Pf3D7_03_v3	141001	142001	34
Pf3D7_03_v3	144001	145001	292
Pf3D7_03_v3	147001	148001	846
Pf3D7_03_v3	150001	151001	1002
Pf3D7_03_v3	153001	154001	280
Pf3D7_03_v3	156001	157001	231
Pf3D7_03_v3	159001	160001	95
Pf3D7_03_v3	162001	163001	355
Pf3D7_03_v3	165001	166001	641
Pf3D7_03_v3	168001	169001	799
Pf3D7_03_v3	171001	172001	405
Pf3D7_03_v3	174001	175001	396
Pf3D7_03_v3	177001	178001	286
Pf3D7_03_v3	180001	181001	165
Pf3D7_03_v3	183001	184001	169
Pf3D7_03_v3	186001	187001	827
Pf3D7_03_v3	189001	190001	1539
Pf3D7_03_v3	192001	193001	982
Pf3D7_03_v3	195001	196001	335
Pf3D7_03_v3	198001	199001	228
Pf3D7_03_v3	201001	202001	199
Pf3D7_03_v3	204001	205001	115
Pf3D7_03_v3	207001	208001	320
Pf3D7_03_v3	210001	211001	350
Pf3D7_03_v3	213001	214001	851
Pf3D7_03_v3	216001	217001	1654
Pf3D7_03_v3	219001	220001	594
Pf3D7_03_v3	222001	223001	357
Pf3D7_03_v3	225001	226001	431
Pf3D7_03_v3	228001	229001	433
Pf3D7_03_v3	231001	232001	1067
Pf3D7_03_v3	234001	235001	623
Pf3D7_03_v3	237001	238001	842
Pf3D7_03_v3	240001	241001	1256
Pf3D7_03_v3	243001	244001	666
Pf3D7_03_v3	246001	247001	330
Pf3D7_03_v3	249001	250001	164
Pf3D7_03_v3	252001	253001	160
Pf3D7_03_v3	255001	256001	951
Pf3D7_03_v3	258001	259001	1584
Pf3D7_03_v3	261001	262001	912
Pf3D7_03_v3	264001	265001	3479
Pf3D7_03_v3	267001	268001	3083
Pf3D7_03_v3	270001	271001	1269
Pf3D7_03_v3	273001	274001	620
Pf3D7_03_v3	276001	277001	195
Pf3D7_03_v3	279001	280001	293
Pf3D7_03_v3	282001	283001	211
Pf3D7_03_v3	285001	286001	625
Pf3D7_03_v3	288001	289001	755
Pf3D7_03_v3	291001	292001	1268
Pf3D7_03_v3	294001	295001	244
Pf3D7_03_v3	297001	298001	250
Pf3D7_03_v3	300001	301001	102
Pf3D7_03_v3	303001	304001	69
Pf3D7_03_v3	306001	307001	29
Pf3D7_03_v3	309001	310001	38
Pf3D7_03_v3	312001	313001	34
Pf3D7_03_v3	315001	316001	51
Pf3D7_03_v3	318001	319001	180
Pf3D7_03_v3	321001	322001	707
Pf3D7_03_v3	324001	325001	541
Pf3D7_03_v3	327001	328001	316
Pf3D7_03_v3	330001	331001	488
Pf3D7_03_v3	333001	334001	520
Pf3D7_03_v3	336001	337001	176
Pf3D7_03_v3	339001	340001	124
Pf3D7_03_v3	342001	343001	229
Pf3D7_03_v3	345001	346001	251
Pf3D7_03_v3	348001	349001	145
Pf3D7_03_v3	351001	352001	107
Pf3D7_03_v3	354001	355001	48
Pf3D7_03_v3	357001	358001	66
Pf3D7_03_v3	360001	361001	262
Pf3D7_03_v3	363001	364001	528
Pf3D7_03_v3	366001	367001	372
Pf3D7_03_v3	369001	370001	253
Pf3D7_03_v3	372001	373001	151
Pf3D7_03_v3	375001	376001	250
Pf3D7_03_v3	378001	379001	118
Pf3D7_03_v3	381001	382001	172
Pf3D7_03_v3	384001	385001	370
Pf3D7_03_v3	387001	388001	504
Pf3D7_03_v3	390001	391001	512
Pf3D7_03_v3	393001	394001	494
Pf3D7_03_v3	396001	397001	250
Pf3D7_03_v3	399001	400001	83
Pf3D7_03_v3	402001	403001	84
Pf3D7_03_v3	405001	406001	116
Pf3D7_03_v3	408001	409001	190
Pf3D7_03_v3	411001	412001	719
Pf3D7_03_v3	414001	415001	334
Pf3D7_03_v3	417001	418001	624
Pf3D7_03_v3	420001	421001	379
Pf3D7_03_v3	423001	424001	260
Pf3D7_03_v3	426001	427001	348
Pf3D7_03_v3	429001	430001	661
Pf3D7_03_v3	432001	433001	1114
Pf3D7_03_v3	435001	436001	975
Pf3D7_03_v3	438001	439001	480
Pf3D7_03_v3	441001	442001	480
Pf3D7_03_v3	444001	445001	676
Pf3D7_03_v3	447001	448001	1341
Pf3D7_03_v3	450001	451001	726
Pf3D7_03_v3	453001	454001	1264
Pf3D7_03_v3	456001	457001	1272
Pf3D7_03_v3	459001	460001	1081
Pf3D7_03_v3	462001	463001	350
Pf3D7_03_v3	465001	466001	132
Pf3D7_03_v3	468001	469001	598
Pf3D7_03_v3	471001	472001	571
Pf3D7_03_v3	474001	475001	571
Pf3D7_03_v3	477001	478001	342
Pf3D7_03_v3	480001	481001	786
Pf3D7_03_v3	483001	484001	753
Pf3D7_03_v3	486001	487001	354
Pf3D7_03_v3	489001	490001	183
